,0
CT.districts.Surguja.meta.tested.date,2020-11-18
CT.districts.Surguja.total.confirmed,33673
CT.districts.Surguja.total.deceased,245
CT.districts.Surguja.total.recovered,33426
CT.districts.Surguja.total.tested,103578
CT.districts.Surguja.total.vaccinated1,468885
CT.districts.Surguja.total.vaccinated2,277031
CT.districts.Uttar Bastar Kanker.delta.vaccinated1,995
CT.districts.Uttar Bastar Kanker.delta.vaccinated2,645
CT.districts.Uttar Bastar Kanker.delta21_14.confirmed,4
CT.districts.Uttar Bastar Kanker.delta7.confirmed,3
CT.districts.Uttar Bastar Kanker.delta7.recovered,1
CT.districts.Uttar Bastar Kanker.delta7.vaccinated1,17930
CT.districts.Uttar Bastar Kanker.delta7.vaccinated2,14621
CT.districts.Uttar Bastar Kanker.meta.population,748593
CT.districts.Uttar Bastar Kanker.meta.tested.date,2020-06-14
CT.districts.Uttar Bastar Kanker.total.confirmed,23636
CT.districts.Uttar Bastar Kanker.total.deceased,224
CT.districts.Uttar Bastar Kanker.total.recovered,23407
CT.districts.Uttar Bastar Kanker.total.tested,2051
CT.districts.Uttar Bastar Kanker.total.vaccinated1,405744
CT.districts.Uttar Bastar Kanker.total.vaccinated2,171484
CT.meta.date,2021-10-31
CT.meta.last_updated,2021-11-01T09:54:14+05:30
CT.meta.population,28724000
CT.meta.tested.date,2021-10-31
CT.meta.tested.source,https://twitter.com/HealthCgGov/status/1454835690198298624?s=20
CT.meta.vaccinated.date,2021-10-31
CT.total.confirmed,1006052
CT.total.deceased,13577
CT.total.recovered,992159
CT.total.tested,13709510
CT.total.vaccinated1,14851682
CT.total.vaccinated2,7343273
DL.delta.confirmed,45
DL.delta.recovered,46
DL.delta.tested,56751
DL.delta.vaccinated1,12482
DL.delta.vaccinated2,11839
DL.delta21_14.confirmed,195
DL.delta7.confirmed,267
DL.delta7.recovered,239
DL.delta7.tested,395086
DL.delta7.vaccinated1,160323
DL.delta7.vaccinated2,269146
DL.districts.Delhi.delta.confirmed,45
DL.districts.Delhi.delta.recovered,46
DL.districts.Delhi.delta.tested,56751
DL.districts.Delhi.delta.vaccinated1,12482
DL.districts.Delhi.delta.vaccinated2,11839
DL.districts.Delhi.delta21_14.confirmed,195
DL.districts.Delhi.delta7.confirmed,267
DL.districts.Delhi.delta7.recovered,239
DL.districts.Delhi.delta7.tested,395086
DL.districts.Delhi.delta7.vaccinated1,160323
DL.districts.Delhi.delta7.vaccinated2,269146
DL.districts.Delhi.meta.population,19814000
DL.districts.Delhi.meta.tested.date,2021-10-31
DL.districts.Delhi.meta.tested.source,https://t.me/Covid19india_Auxiliary_Test_Data/11885
DL.districts.Delhi.meta.vaccinated.date,2021-10-31
DL.districts.Delhi.total.confirmed,1439870
DL.districts.Delhi.total.deceased,25091
DL.districts.Delhi.total.recovered,1414431
DL.districts.Delhi.total.tested,29427753
DL.districts.Delhi.total.vaccinated1,13055636
DL.districts.Delhi.total.vaccinated2,7425404
DL.meta.date,2021-10-31
DL.meta.last_updated,2021-11-01T09:54:14+05:30
DL.meta.notes,"[July 14]: Value for the total tests conducted has been reduced by 97008 in the state bulletin. Reason given : ""Reconciled with ICMR figures"". We have made the same change."
DL.meta.population,19814000
DL.meta.tested.date,2021-10-31
DL.meta.tested.source,https://t.me/Covid19india_Auxiliary_Test_Data/11885
DL.meta.vaccinated.date,2021-10-31
DL.total.confirmed,1439870
DL.total.deceased,25091
DL.total.recovered,1414431
DL.total.tested,29427753
DL.total.vaccinated1,13055636
DL.total.vaccinated2,7425404
DN.delta.recovered,1
DN.delta.vaccinated1,3
DN.delta.vaccinated2,20
DN.delta21_14.confirmed,4
DN.delta7.recovered,2
DN.delta7.vaccinated1,2802
DN.delta7.vaccinated2,14244
DN.districts.Dadra and Nagar Haveli.delta.vaccinated1,3
DN.districts.Dadra and Nagar Haveli.delta.vaccinated2,18
DN.districts.Dadra and Nagar Haveli.delta21_14.confirmed,2
DN.districts.Dadra and Nagar Haveli.delta7.vaccinated1,870
DN.districts.Dadra and Nagar Haveli.delta7.vaccinated2,6759
DN.districts.Dadra and Nagar Haveli.meta.population,343709
DN.districts.Dadra and Nagar Haveli.meta.tested.date,2020-10-20
DN.districts.Dadra and Nagar Haveli.total.confirmed,5920
DN.districts.Dadra and Nagar Haveli.total.deceased,3
DN.districts.Dadra and Nagar Haveli.total.other,5
DN.districts.Dadra and Nagar Haveli.total.recovered,5910
DN.districts.Dadra and Nagar Haveli.total.tested,44813
DN.districts.Dadra and Nagar Haveli.total.vaccinated1,387772
DN.districts.Dadra and Nagar Haveli.total.vaccinated2,183553
DN.districts.Daman.delta.recovered,1
DN.districts.Daman.delta21_14.confirmed,2
DN.districts.Daman.delta7.recovered,2
DN.districts.Daman.delta7.vaccinated1,1880
DN.districts.Daman.delta7.vaccinated2,6793
DN.districts.Daman.meta.population,191173
DN.districts.Daman.meta.tested.date,2020-10-20
DN.districts.Daman.total.confirmed,3543
DN.districts.Daman.total.deceased,1
DN.districts.Daman.total.other,26
DN.districts.Daman.total.recovered,3516
DN.districts.Daman.total.tested,19338
DN.districts.Daman.total.vaccinated1,234202
DN.districts.Daman.total.vaccinated2,155547
DN.districts.Diu.delta7.vaccinated1,52
DN.districts.Diu.delta7.vaccinated2,690
DN.districts.Diu.meta.population,52074
DN.districts.Diu.meta.tested.date,2020-10-20
DN.districts.Diu.total.confirmed,1218
DN.districts.Diu.total.recovered,1218
DN.districts.Diu.total.tested,8259
DN.districts.Diu.total.vaccinated1,38779
DN.districts.Diu.total.vaccinated2,31153
DN.meta.date,2021-10-31
DN.meta.last_updated,2021-11-01T09:54:14+05:30
DN.meta.population,959000
DN.meta.tested.date,2020-10-20
DN.meta.tested.source,https://dddcovid19.in/uploads/report/BulletinDNHDD20102020.pdf
DN.meta.vaccinated.date,2021-10-31
DN.total.confirmed,10681
DN.total.deceased,4
DN.total.other,31
DN.total.recovered,10644
DN.total.tested,72410
DN.total.vaccinated1,660753
DN.total.vaccinated2,370255
GA.delta.confirmed,23
GA.delta.recovered,53
GA.delta.tested,2361
GA.delta.vaccinated1,2572
GA.delta.vaccinated2,12404
GA.delta21_14.confirmed,409
GA.delta7.confirmed,222
GA.delta7.deceased,6
GA.delta7.recovered,409
GA.delta7.tested,19026
GA.delta7.vaccinated1,8418
GA.delta7.vaccinated2,46494
GA.districts.North Goa.delta.vaccinated1,1070
GA.districts.North Goa.delta.vaccinated2,5967
GA.districts.North Goa.delta7.vaccinated1,4007
GA.districts.North Goa.delta7.vaccinated2,23958
GA.districts.North Goa.meta.population,817761
GA.districts.North Goa.total.vaccinated1,600586
GA.districts.North Goa.total.vaccinated2,424066
GA.districts.South Goa.delta.vaccinated1,1492
GA.districts.South Goa.delta.vaccinated2,6405
GA.districts.South Goa.delta7.vaccinated1,4401
GA.districts.South Goa.delta7.vaccinated2,22504
GA.districts.South Goa.meta.population,639962
GA.districts.South Goa.total.vaccinated1,661972
GA.districts.South Goa.total.vaccinated2,487016
GA.districts.Unknown.delta.confirmed,23
GA.districts.Unknown.delta.recovered,53
GA.districts.Unknown.delta21_14.confirmed,409
GA.districts.Unknown.delta7.confirmed,222
GA.districts.Unknown.delta7.deceased,6
GA.districts.Unknown.delta7.recovered,409
GA.districts.Unknown.total.confirmed,178108
GA.districts.Unknown.total.deceased,3364
GA.districts.Unknown.total.recovered,174392
GA.meta.date,2021-10-31
GA.meta.last_updated,2021-11-01T09:54:14+05:30
GA.meta.population,1540000
GA.meta.tested.date,2021-10-31
GA.meta.tested.source,https://www.goa.gov.in/wp-content/uploads/2021/10/Media-Bulletin-31st-October-2021.pdf
GA.meta.vaccinated.date,2021-10-31
GA.total.confirmed,178108
GA.total.deceased,3364
GA.total.recovered,174392
GA.total.tested,1468399
GA.total.vaccinated1,1262568
GA.total.vaccinated2,911114
GJ.delta.confirmed,20
GJ.delta.recovered,23
GJ.delta.tested,34282
GJ.delta.vaccinated1,14685
GJ.delta.vaccinated2,62096
GJ.delta21_14.confirmed,149
GJ.delta7.confirmed,159
GJ.delta7.deceased,2
GJ.delta7.recovered,116
GJ.delta7.tested,328489
GJ.delta7.vaccinated1,335172
GJ.delta7.vaccinated2,1660382
GJ.districts.Ahmedabad.delta.confirmed,4
GJ.districts.Ahmedabad.delta.recovered,2
GJ.districts.Ahmedabad.delta.vaccinated1,1765
GJ.districts.Ahmedabad.delta.vaccinated2,11394
GJ.districts.Ahmedabad.delta21_14.confirmed,29
GJ.districts.Ahmedabad.delta7.confirmed,22
GJ.districts.Ahmedabad.delta7.recovered,14
GJ.districts.Ahmedabad.delta7.vaccinated1,47316
GJ.districts.Ahmedabad.delta7.vaccinated2,169891
GJ.districts.Ahmedabad.meta.population,7208200
GJ.districts.Ahmedabad.meta.tested.date,2021-02-02
GJ.districts.Ahmedabad.total.confirmed,238334
GJ.districts.Ahmedabad.total.deceased,3411
GJ.districts.Ahmedabad.total.recovered,234889
GJ.districts.Ahmedabad.total.tested,2556492
GJ.districts.Ahmedabad.total.vaccinated1,5961594
GJ.districts.Ahmedabad.total.vaccinated2,3439921
GJ.districts.Amreli.delta.vaccinated1,399
GJ.districts.Amreli.delta.vaccinated2,3792
GJ.districts.Amreli.delta7.vaccinated1,5473
GJ.districts.Amreli.delta7.vaccinated2,39398
GJ.districts.Amreli.meta.population,1513614
GJ.districts.Amreli.meta.tested.date,2021-02-02
GJ.districts.Amreli.total.confirmed,10810
GJ.districts.Amreli.total.deceased,102
GJ.districts.Amreli.total.recovered,10708
GJ.districts.Amreli.total.tested,212265
GJ.districts.Amreli.total.vaccinated1,927389
GJ.districts.Amreli.total.vaccinated2,551970
GJ.districts.Anand.delta.vaccinated1,4876
GJ.districts.Anand.delta.vaccinated2,2866
GJ.districts.Anand.delta7.confirmed,6
GJ.districts.Anand.delta7.recovered,1
GJ.districts.Anand.delta7.vaccinated1,33012
GJ.districts.Anand.delta7.vaccinated2,46764
GJ.districts.Anand.meta.population,2090276
GJ.districts.Anand.meta.tested.date,2021-02-02
GJ.districts.Anand.total.confirmed,9637
GJ.districts.Anand.total.deceased,49
GJ.districts.Anand.total.recovered,9581
GJ.districts.Anand.total.tested,171851
GJ.districts.Anand.total.vaccinated1,1471865
GJ.districts.Anand.total.vaccinated2,935893
GJ.districts.Aravalli.delta.vaccinated1,2
GJ.districts.Aravalli.delta.vaccinated2,106
GJ.districts.Aravalli.delta7.vaccinated1,1439
GJ.districts.Aravalli.delta7.vaccinated2,32201
GJ.districts.Aravalli.meta.population,1051746
GJ.districts.Aravalli.meta.tested.date,2021-02-02
GJ.districts.Aravalli.total.confirmed,5186
GJ.districts.Aravalli.total.deceased,78
GJ.districts.Aravalli.total.recovered,5108
GJ.districts.Aravalli.total.tested,122182
GJ.districts.Aravalli.total.vaccinated1,717964
GJ.districts.Aravalli.total.vaccinated2,522361
GJ.districts.Banaskantha.delta.vaccinated1,390
GJ.districts.Banaskantha.delta.vaccinated2,3521
GJ.districts.Banaskantha.delta7.vaccinated1,16080
GJ.districts.Banaskantha.delta7.vaccinated2,82985
GJ.districts.Banaskantha.meta.population,3116045
GJ.districts.Banaskantha.meta.tested.date,2021-02-02
GJ.districts.Banaskantha.total.confirmed,13631
GJ.districts.Banaskantha.total.deceased,162
GJ.districts.Banaskantha.total.recovered,13469
GJ.districts.Banaskantha.total.tested,218527
GJ.districts.Banaskantha.total.vaccinated1,2140492
GJ.districts.Banaskantha.total.vaccinated2,1157901
GJ.districts.Bharuch.delta.vaccinated1,1539
GJ.districts.Bharuch.delta.vaccinated2,2936
GJ.districts.Bharuch.delta7.vaccinated1,21270
GJ.districts.Bharuch.delta7.vaccinated2,45926
GJ.districts.Bharuch.meta.population,1550822
GJ.districts.Bharuch.meta.tested.date,2021-02-02
GJ.districts.Bharuch.total.confirmed,11426
GJ.districts.Bharuch.total.deceased,118
GJ.districts.Bharuch.total.recovered,11308
GJ.districts.Bharuch.total.tested,156057
GJ.districts.Bharuch.total.vaccinated1,1217587
GJ.districts.Bharuch.total.vaccinated2,669742
GJ.districts.Bhavnagar.delta.confirmed,1
GJ.districts.Bhavnagar.delta.vaccinated1,359
GJ.districts.Bhavnagar.delta.vaccinated2,1470
GJ.districts.Bhavnagar.delta21_14.confirmed,3
GJ.districts.Bhavnagar.delta7.confirmed,1
GJ.districts.Bhavnagar.delta7.vaccinated1,19467
GJ.districts.Bhavnagar.delta7.vaccinated2,81374
GJ.districts.Bhavnagar.meta.population,2877961
GJ.districts.Bhavnagar.meta.tested.date,2021-02-02
GJ.districts.Bhavnagar.total.confirmed,21447
GJ.districts.Bhavnagar.total.deceased,301
GJ.districts.Bhavnagar.total.recovered,21143
GJ.districts.Bhavnagar.total.tested,392834
GJ.districts.Bhavnagar.total.vaccinated1,1680398
GJ.districts.Bhavnagar.total.vaccinated2,986097
GJ.districts.Botad.delta.vaccinated1,13
GJ.districts.Botad.delta.vaccinated2,235
GJ.districts.Botad.delta7.vaccinated1,929
GJ.districts.Botad.delta7.vaccinated2,14235
GJ.districts.Botad.meta.population,656005
GJ.districts.Botad.meta.tested.date,2021-02-02
GJ.districts.Botad.total.confirmed,2218
GJ.districts.Botad.total.deceased,42
GJ.districts.Botad.total.recovered,2176
GJ.districts.Botad.total.tested,98559
GJ.districts.Botad.total.vaccinated1,378232
GJ.districts.Botad.total.vaccinated2,228691
GJ.districts.Chhota Udaipur.delta.vaccinated1,4
GJ.districts.Chhota Udaipur.delta.vaccinated2,818
GJ.districts.Chhota Udaipur.delta7.vaccinated1,699
GJ.districts.Chhota Udaipur.delta7.vaccinated2,19920
GJ.districts.Chhota Udaipur.meta.population,1071831
GJ.districts.Chhota Udaipur.meta.tested.date,2021-02-02
GJ.districts.Chhota Udaipur.total.confirmed,3395
GJ.districts.Chhota Udaipur.total.deceased,38
GJ.districts.Chhota Udaipur.total.recovered,3357
GJ.districts.Chhota Udaipur.total.tested,93838
GJ.districts.Chhota Udaipur.total.vaccinated1,635695
GJ.districts.Chhota Udaipur.total.vaccinated2,420157
GJ.districts.Dahod.delta.vaccinated1,8
GJ.districts.Dahod.delta.vaccinated2,1930
GJ.districts.Dahod.delta7.vaccinated1,626
GJ.districts.Dahod.delta7.vaccinated2,53547
GJ.districts.Dahod.meta.population,2126558
GJ.districts.Dahod.meta.tested.date,2021-02-02
GJ.districts.Dahod.total.confirmed,9955
GJ.districts.Dahod.total.deceased,38
GJ.districts.Dahod.total.recovered,9917
GJ.districts.Dahod.total.tested,218259
GJ.districts.Dahod.total.vaccinated1,1499052
GJ.districts.Dahod.total.vaccinated2,631818
GJ.districts.Dang.delta.vaccinated1,2
GJ.districts.Dang.delta.vaccinated2,1
GJ.districts.Dang.delta21_14.confirmed,-2
GJ.districts.Dang.delta7.vaccinated1,4140
GJ.districts.Dang.delta7.vaccinated2,3726
GJ.districts.Dang.meta.population,226769
GJ.districts.Dang.meta.tested.date,2021-02-02
GJ.districts.Dang.total.confirmed,866
GJ.districts.Dang.total.deceased,18
GJ.districts.Dang.total.recovered,848
GJ.districts.Dang.total.tested,31921
GJ.districts.Dang.total.vaccinated1,156334
GJ.districts.Dang.total.vaccinated2,59262
GJ.districts.Devbhumi Dwarka.delta.vaccinated1,315
GJ.districts.Devbhumi Dwarka.delta.vaccinated2,373
GJ.districts.Devbhumi Dwarka.delta7.vaccinated1,4666
GJ.districts.Devbhumi Dwarka.delta7.vaccinated2,24924
GJ.districts.Devbhumi Dwarka.meta.population,752484
GJ.districts.Devbhumi Dwarka.meta.tested.date,2021-02-02
GJ.districts.Devbhumi Dwarka.total.confirmed,4175
GJ.districts.Devbhumi Dwarka.total.deceased,82
GJ.districts.Devbhumi Dwarka.total.recovered,4093
GJ.districts.Devbhumi Dwarka.total.tested,80424
GJ.districts.Devbhumi Dwarka.total.vaccinated1,504501
GJ.districts.Devbhumi Dwarka.total.vaccinated2,309771
GJ.districts.Gandhinagar.delta.vaccinated1,69
GJ.districts.Gandhinagar.delta.vaccinated2,367
GJ.districts.Gandhinagar.delta21_14.confirmed,-1
GJ.districts.Gandhinagar.delta7.vaccinated1,5475
GJ.districts.Gandhinagar.delta7.vaccinated2,36333
GJ.districts.Gandhinagar.meta.population,1387478
GJ.districts.Gandhinagar.meta.tested.date,2021-02-02
GJ.districts.Gandhinagar.total.confirmed,20754
GJ.districts.Gandhinagar.total.deceased,205
GJ.districts.Gandhinagar.total.recovered,20549
GJ.districts.Gandhinagar.total.tested,292598
GJ.districts.Gandhinagar.total.vaccinated1,1175562
GJ.districts.Gandhinagar.total.vaccinated2,706208
GJ.districts.Gir Somnath.delta.vaccinated1,912
GJ.districts.Gir Somnath.delta.vaccinated2,15
GJ.districts.Gir Somnath.delta21_14.confirmed,3
GJ.districts.Gir Somnath.delta7.confirmed,2
GJ.districts.Gir Somnath.delta7.recovered,2
GJ.districts.Gir Somnath.delta7.vaccinated1,8524
GJ.districts.Gir Somnath.delta7.vaccinated2,15341
GJ.districts.Gir Somnath.meta.population,1217477
GJ.districts.Gir Somnath.meta.tested.date,2021-02-02
GJ.districts.Gir Somnath.total.confirmed,8570
GJ.districts.Gir Somnath.total.deceased,67
GJ.districts.Gir Somnath.total.recovered,8499
GJ.districts.Gir Somnath.total.tested,121948
GJ.districts.Gir Somnath.total.vaccinated1,845224
GJ.districts.Gir Somnath.total.vaccinated2,363467
GJ.districts.Jamnagar.delta.recovered,1
GJ.districts.Jamnagar.delta.vaccinated1,367
GJ.districts.Jamnagar.delta.vaccinated2,1366
GJ.districts.Jamnagar.delta21_14.confirmed,1
GJ.districts.Jamnagar.delta7.confirmed,5
GJ.districts.Jamnagar.delta7.recovered,3
GJ.districts.Jamnagar.delta7.vaccinated1,9406
GJ.districts.Jamnagar.delta7.vaccinated2,37158
GJ.districts.Jamnagar.meta.population,2159130
GJ.districts.Jamnagar.meta.tested.date,2021-02-02
GJ.districts.Jamnagar.total.confirmed,34978
GJ.districts.Jamnagar.total.deceased,478
GJ.districts.Jamnagar.total.recovered,34494
GJ.districts.Jamnagar.total.tested,307911
GJ.districts.Jamnagar.total.vaccinated1,1111813
GJ.districts.Jamnagar.total.vaccinated2,653950
GJ.districts.Junagadh.delta.confirmed,2
GJ.districts.Junagadh.delta.vaccinated1,62
GJ.districts.Junagadh.delta.vaccinated2,1232
GJ.districts.Junagadh.delta21_14.confirmed,13
GJ.districts.Junagadh.delta7.confirmed,6
GJ.districts.Junagadh.delta7.recovered,2
GJ.districts.Junagadh.delta7.vaccinated1,2660
GJ.districts.Junagadh.delta7.vaccinated2,71531
GJ.districts.Junagadh.meta.population,2742291
GJ.districts.Junagadh.meta.tested.date,2021-02-02
GJ.districts.Junagadh.total.confirmed,20505
GJ.districts.Junagadh.total.deceased,272
GJ.districts.Junagadh.total.recovered,20226
GJ.districts.Junagadh.total.tested,199699
GJ.districts.Junagadh.total.vaccinated1,1316479
GJ.districts.Junagadh.total.vaccinated2,733025
